Serial Number,Defect Status,Date,Time,Month,Week,Week #,Operator,Operation,Station,Table,Location,Latitude,Gore,Type,Film Type,SubProcess,Condition,Criteria,Disposition,MRB Disposition,Comment
WK-131,Closed,2015-03-03,20:19:00,March 2015,10,1,103301,SEAL BALLONET,SEALING TABLE 5,5,B33_14A,14,33,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-130,Closed,2015-03-03,20:26:00,March 2015,10,1,103705,SEAL BALLONET,SEALING TABLE 2,2,B44_03B,-3,44,QB,PE01,GORE SEALS,TUCK,NO VERTROD ZONE; SMALL (<1/4 IN) NO JAGGED EDGE,SSA PATCH,,
WK-130,Closed,2015-03-03,20:26:00,March 2015,10,1,103705,SEAL BALLONET,SEALING TABLE 2,2,B45_32B,-32,45,QB,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,
WK-131,Closed,2015-03-03,20:41:00,March 2015,10,1,103301,SEAL BALLONET,SEALING TABLE 5,5,B34_42B,-42,34,QB,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-133,Closed,2015-03-03,20:42:00,March 2015,10,1,103441,SEAL BALLONET,SEALING TABLE 6,6,B17_32B,-32,17,QB,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-131,Closed,2015-03-03,21:20:00,March 2015,10,1,103301,SEAL BALLONET,SEALING TABLE 5,5,B39_35B,-35,39,QB,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-130,Closed,2015-03-03,21:56:00,March 2015,10,1,103216,SEAL BALLONET,SEALING TABLE 2,2,B53_41A,41,53,QB,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-131,Closed,2015-03-03,22:06:00,March 2015,10,1,103301,SEAL BALLONET,SEALING TABLE 5,5,B42_25A,25,42,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-133,Closed,2015-03-03,22:11:00,March 2015,10,1,103441,SEAL BALLONET,SEALING TABLE 6,6,B24_34B,-34,24,QB,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-133,Closed,2015-03-03,22:21:00,March 2015,10,1,103441,SEAL BALLONET,SEALING TABLE 6,6,B25_42A,42,25,QB,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-132,Closed,2015-03-03,22:49:00,March 2015,10,1,103226,SEAL BALLONET,SEALING TABLE 1,1,B27_29B,-29,27,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-131,Closed,2015-03-04,00:19:00,March 2015,10,1,103301,SEAL BALLONET,SEALING TABLE 5,5,B54_25B,-25,54,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-131,Closed,2015-03-04,00:30:00,March 2015,10,1,103301,SEAL BALLONET,SEALING TABLE 5,5,B54_42B,-42,54,QB,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-131,Closed,2015-03-04,00:44:00,March 2015,10,1,103301,SEAL BALLONET,SEALING TABLE 5,5,B55_23A,23,55,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-131,Closed,2015-03-04,01:00:00,March 2015,10,1,103301,SEAL BALLONET,SEALING TABLE 5,5,B56_13B,-13,56,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-131,Closed,2015-03-04,01:35:00,March 2015,10,1,103301,SEAL BALLONET,SEALING TABLE 5,5,B58_01B,-1,58,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-133,Closed,2015-03-04,02:17:00,March 2015,10,1,103441,SEAL BALLONET,SEALING TABLE 6,6,B47_41B,-41,47,QB,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-131,Closed,2015-03-04,03:02:00,March 2015,10,1,103301,SEAL BALLONET,SEALING TABLE 5,5,B64_36B,-36,64,QB,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-131,Closed,2015-03-04,03:04:00,March 2015,10,1,103301,SEAL BALLONET,SEALING TABLE 5,5,B64_42B,-42,64,QB,PE01,GORE SEALS,TUCK,FINAL SEAL; SMALL (<1/4 IN); NO JAGGED EDGE SEAL AND IS ACCESSIBLE FOR PATCHING,SSA PATCH,,
WK-124,Closed,2015-03-04,07:48:00,March 2015,10,1,790,FINISHING,FINISHING TABLE,1,B63_42A,42,63,QB,PE01,GORE FILM,SCRATCH/ABRASION,ANY SIZE OR LOCATION IDENTIFIED DURING FINISHING,MRB,,
WK-133,Closed,2015-03-04,07:53:00,March 2015,10,1,103376,SEAL BALLONET,SEALING TABLE 6,6,B60_28A,28,60,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-132,Closed,2015-03-04,07:57:00,March 2015,10,1,103760,SEAL BALLONET,SEALING TABLE 1,1,B62_24B,-24,62,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-130,Closed,2015-03-04,08:31:00,March 2015,10,1,103383,SEAL BALLONET,SEALING TABLE 2,2,17_25B,-25,17,QS,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-130,Closed,2015-03-04,08:42:00,March 2015,10,1,103383,SEAL BALLONET,SEALING TABLE 2,2,17_29A,29,17,QS,PE01,GORE SEALS,FAILED RESEAL,DEFECT PERSISTS AFTER RESEAL OR SUBSEQUENT SEAL DEFECT REQUIRES A NEW SEAL,CUT OFF,,
WK-133,Closed,2015-03-04,09:36:00,March 2015,10,1,103376,SEAL BALLONET,SEALING TABLE 6,6,B64_36A,36,64,QB,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-124,Closed,2015-03-04,10:11:00,March 2015,10,1,101095,FINISHING,FINISHING TABLE,1,28_16B,-16,28,QS,PE01,TACK WINDOW,TORN WINDOW,FILM RIP THAT EXTENDS FROM THE WINDOW TOWARD THE GAS SEAL,MRB,,"added small redirecting cut, applied tape tack as normal"
WK-130,Closed,2015-03-04,10:12:00,March 2015,10,1,103383,SEAL BALLONET,SEALING TABLE 2,2,16_30B,-30,16,QS,PE01,GORE SEALS,FAILED RESEAL,RESEAL ATTEMPT FAILED,CUT OFF,,
WK-124,Closed,2015-03-04,11:47:00,March 2015,10,1,102025,FINISHING,FINISHING TABLE,1,B10_42B,-42,10,QB,PE01,GORE SEALS,MARKLINE TUCK,TUCK THAT WAS MARKED FOR ATTENTION AT THE SEALING TABLE AND WITHIN 6 IN OF MARKLINE,SSA PATCH,,
WK-124,Closed,2015-03-04,11:48:00,March 2015,10,1,102025,FINISHING,FINISHING TABLE,1,B14_42B,-42,14,QB,PE01,GORE SEALS,MARKLINE TUCK,TUCK THAT WAS MARKED FOR ATTENTION AT THE SEALING TABLE AND WITHIN 6 IN OF MARKLINE,SSA PATCH,,
WK-124,Closed,2015-03-04,11:48:00,March 2015,10,1,102025,FINISHING,FINISHING TABLE,1,B34_42B,-42,34,QB,PE01,GORE SEALS,MARKLINE TUCK,TUCK THAT WAS MARKED FOR ATTENTION AT THE SEALING TABLE AND WITHIN 6 IN OF MARKLINE,SSA PATCH,,
WK-124,Closed,2015-03-04,11:49:00,March 2015,10,1,102025,FINISHING,FINISHING TABLE,1,B41_42B,-42,41,QB,PE01,GORE SEALS,MARKLINE TUCK,TUCK THAT WAS MARKED FOR ATTENTION AT THE SEALING TABLE AND WITHIN 6 IN OF MARKLINE,SSA PATCH,,
WK-130,Closed,2015-03-04,12:44:00,March 2015,10,1,103383,SEAL BALLONET,SEALING TABLE 2,2,25_37A,37,25,QS,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-131,Closed,2015-03-04,13:57:00,March 2015,10,1,101599,SEAL SHELL GORES,SEALING TABLE 5,5,03_ALL,0,3,QS,PE01,GORE SEALS,VOID CTAPE/BACKING,SHELL OR BALLONET; ANY VOID ANYWHERE,RESEAL,,
WK-131,Closed,2015-03-04,13:58:00,March 2015,10,1,101599,SEAL SHELL GORES,SEALING TABLE 5,5,04_ALL,0,4,QS,PE01,GORE SEALS,VOID CTAPE/BACKING,SHELL OR BALLONET; ANY VOID ANYWHERE,RESEAL,,
WK-129,Closed,2015-03-04,14:10:00,March 2015,10,1,103269,FINISHING,FINISHING TABLE,6,01_40A,40,1,QS,PE01,GORE SEALS,SEAL DEFECT,SEAL DEFECT DISCOVERED AT THE FINISHING TABLE,MRB,,Contamination - vertrod
WK-129,Closed,2015-03-04,15:12:00,March 2015,10,1,790,FINISHING,FINISHING TABLE,6,15_41A,41,15,QS,PE01,GORE SEALS,SEAL DEFECT,SEAL DEFECT DISCOVERED AT THE FINISHING TABLE,MRB,,Contamination vertrod
WK-130,Closed,2015-03-04,16:14:00,March 2015,10,1,103383,SEAL BALLONET,SEALING TABLE 2,2,42_43A,43,42,QS,PE01,GORE SEALS,VOID CTAPE/BACKING,SHELL OR BALLONET; ANY VOID ANYWHERE,RESEAL,,
WK-130,Closed,2015-03-04,16:24:00,March 2015,10,1,103847,SEAL BALLONET,SEALING TABLE 2,2,43_42A,42,43,QS,PE01,GORE SEALS,VOID CTAPE/BACKING,SHELL OR BALLONET; ANY VOID ANYWHERE,RESEAL,,
WK-131,Closed,2015-03-04,16:25:00,March 2015,10,1,101599,SEAL SHELL GORES,SEALING TABLE 5,5,07_ALL,0,7,QS,PE01,GORE SEALS,VOID CTAPE/BACKING,SHELL OR BALLONET; ANY VOID ANYWHERE,RESEAL,,
WK-131,Closed,2015-03-04,16:26:00,March 2015,10,1,101599,SEAL SHELL GORES,SEALING TABLE 5,5,B15_ALL,0,15,QB,PE01,GORE SEALS,VOID CTAPE/BACKING,SHELL OR BALLONET; ANY VOID ANYWHERE,RESEAL,,
WK-133,Closed,2015-03-04,16:45:00,March 2015,10,1,103376,SEAL BALLONET,SEALING TABLE 6,6,01_28A,28,1,QS,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-131,Closed,2015-03-04,16:51:00,March 2015,10,1,101599,SEAL SHELL GORES,SEALING TABLE 5,5,15_ALL,0,15,QS,PE01,GORE SEALS,FAILED RESEAL,RESEAL ATTEMPT FAILED,CUT OFF,,CUT BACK TO 13
WK-133,Closed,2015-03-04,17:22:00,March 2015,10,1,103376,SEAL BALLONET,SEALING TABLE 6,6,02_34A,34,2,QS,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-131,Closed,2015-03-04,18:01:00,March 2015,10,1,103301,SEAL SHELL GORES,SEALING TABLE 5,5,14_26A,26,14,QS,PE01,GORE SEALS,FAILED RESEAL,RESEAL ATTEMPT FAILED,CUT OFF,,CUT BACK TO SEAL 13
WK-133,Closed,2015-03-04,18:05:00,March 2015,10,1,103485,SEAL BALLONET,SEALING TABLE 6,6,05_40A,40,5,QS,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-130,Closed,2015-03-04,18:09:00,March 2015,10,1,103705,SEAL SHELL GORES,SEALING TABLE 2,2,48_41A,41,48,QS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
WK-132,Closed,2015-03-04,18:21:00,March 2015,10,1,103226,SEAL BALLONET,SEALING TABLE 1,1,15_27A,27,15,QS,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-132,Closed,2015-03-04,18:23:00,March 2015,10,1,103226,SEAL BALLONET,SEALING TABLE 1,1,15_ALL,0,15,QS,PE01,GORE SEALS,FAILED RESEAL,DEFECT PERSISTS AFTER RESEAL OR SUBSEQUENT SEAL DEFECT REQUIRES A NEW SEAL,CUT OFF,,
WK-133,Closed,2015-03-04,18:24:00,March 2015,10,1,103441,SEAL BALLONET,SEALING TABLE 6,6,07_40A,40,7,QS,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-133,Closed,2015-03-04,20:11:00,March 2015,10,1,103441,SEAL BALLONET,SEALING TABLE 6,6,19_40A,40,19,QS,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-131,Closed,2015-03-04,20:45:00,March 2015,10,1,103301,SEAL SHELL GORES,SEALING TABLE 5,5,22_29B,-29,22,QS,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-131,Closed,2015-03-04,22:28:00,March 2015,10,1,103301,SEAL SHELL GORES,SEALING TABLE 5,5,30_42B,-42,30,QS,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-131,Closed,2015-03-04,22:29:00,March 2015,10,1,103301,SEAL SHELL GORES,SEALING TABLE 5,5,31_27A,27,31,QS,PE01,GORE SEALS,INCOMPLETE SEAL,SEALING PROCESS WAS INTERRUPTED; NOTE THE ISSUE IN COMMENTS SECTION,RESEAL,,BOTTOM TAPE FAILED TO START
WK-131,Closed,2015-03-05,00:49:00,March 2015,10,1,103301,SEAL SHELL GORES,SEALING TABLE 5,5,46_37A,37,46,QS,PE01,GORE SEALS,INCOMPLETE SEAL,SEALING PROCESS WAS INTERRUPTED; NOTE THE ISSUE IN COMMENTS SECTION,RESEAL,,BOTTOM TAPE FAILED TO START
WK-134,Closed,2015-03-05,01:08:00,March 2015,10,1,103797,SEAL BALLONET,SEALING TABLE 2,2,B05_02A,2,5,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-131,Closed,2015-03-05,01:11:00,March 2015,10,1,103301,SEAL SHELL GORES,SEALING TABLE 5,5,47_37A,37,47,QS,PE01,GORE SEALS,INCOMPLETE SEAL,SEALING PROCESS WAS INTERRUPTED; NOTE THE ISSUE IN COMMENTS SECTION,RESEAL,,
WK-134,Closed,2015-03-05,01:32:00,March 2015,10,1,103797,SEAL BALLONET,SEALING TABLE 2,2,B07_00A,0,7,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-133,Closed,2015-03-05,01:48:00,March 2015,10,1,103485,SEAL BALLONET,SEALING TABLE 6,6,61_ALL,0,61,QS,PE01,GORE SEALS,INCOMPLETE SEAL,SEALING PROCESS WAS INTERRUPTED; NOTE THE ISSUE IN COMMENTS SECTION,RESEAL,,
WK-133,Closed,2015-03-05,01:55:00,March 2015,10,1,103441,SEAL BALLONET,SEALING TABLE 6,6,63_41A,41,63,QS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
WK-134,Closed,2015-03-05,02:21:00,March 2015,10,1,103819,SEAL BALLONET,SEALING TABLE 2,2,B10_40A,40,10,QB,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-134,Closed,2015-03-05,03:53:00,March 2015,10,1,103797,SEAL BALLONET,SEALING TABLE 2,2,B20_26A,26,20,QB,PE01,GORE SEALS,TUCK,NO VERTROD ZONE; SMALL (<1/4 IN) NO JAGGED EDGE,SSA PATCH,,
WK-131,Closed,2015-03-05,05:04:00,March 2015,10,1,103301,SEAL SHELL GORES,SEALING TABLE 5,5,58_ALL,0,58,QS,PE01,GORE SEALS,FAILED RESEAL,RESEAL ATTEMPT FAILED,CUT OFF,,CUT BACK TO SEAL 55
WK-135,Closed,2015-03-05,08:01:00,March 2015,10,1,103376,SEAL BALLONET,SEALING TABLE 6,6,B01_38B,-38,1,QB,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-134,Closed,2015-03-05,08:26:00,March 2015,10,1,103847,SEAL BALLONET,SEALING TABLE 2,2,B35_15A,15,35,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-134,Closed,2015-03-05,08:34:00,March 2015,10,1,103847,SEAL BALLONET,SEALING TABLE 2,2,B35_42B,-42,35,QB,PE01,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
WK-131,Closed,2015-03-05,08:58:00,March 2015,10,1,101437,SEAL SHELL GORES,SEALING TABLE 5,5,55_41B,-41,55,QS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
WK-131,Closed,2015-03-05,09:45:00,March 2015,10,1,101423,SEAL SHELL GORES,VERTROD,5,57_37A,37,57,QS,PE01,GORE SEALS,VERTROD STEP,END OF VERTROD BITES INTO GORE SHAPE AND CREATING EDGE DISCONTINUITY,MRB,,LITTLE STEP IN VERTROD AT 37 A 38 a needed a vertrod for a tuck also so smoothed out the step with other vertrod over lapping 1/8th in.
WK-131,Closed,2015-03-05,09:47:00,March 2015,10,1,101599,SEAL SHELL GORES,SEALING TABLE 5,5,57_48A,48,57,QS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
WK-131,Closed,2015-03-05,09:48:00,March 2015,10,1,101599,SEAL SHELL GORES,SEALING TABLE 5,5,57_34A,34,57,QS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
WK-135,Closed,2015-03-05,09:51:00,March 2015,10,1,104103,SEAL BALLONET,SEALING TABLE 6,6,B07_21B,-21,7,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-131,Closed,2015-03-05,10:34:00,March 2015,10,1,101599,SEAL SHELL GORES,SEALING TABLE 5,5,59_40A,40,59,QS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
WK-131,Closed,2015-03-05,10:49:00,March 2015,10,1,101599,SEAL SHELL GORES,SEALING TABLE 5,5,61_12A,12,61,QS,PE01,TACK MARKING,MARKING,NO MARKS APPLIED TO A SINGLE SEAL,RE-MARK TO PREVIOUS GORE MARKS,,
WK-131,Closed,2015-03-05,10:51:00,March 2015,10,1,101599,SEAL SHELL GORES,SEALING TABLE 5,5,61_07A,7,61,QS,PE01,TACK MARKING,MARKING,NO MARKS APPLIED TO A SINGLE SEAL,RE-MARK TO PREVIOUS GORE MARKS,,
WK-131,Closed,2015-03-05,10:53:00,March 2015,10,1,101599,SEAL SHELL GORES,SEALING TABLE 5,5,61_ALL,0,61,QS,PE01,TACK MARKING,MARKING,NO MARKS APPLIED TO A SINGLE SEAL,RE-MARK TO PREVIOUS GORE MARKS,,
WK-131,Closed,2015-03-05,10:55:00,March 2015,10,1,101599,SEAL SHELL GORES,SEALING TABLE 5,5,61_07B,-7,61,QS,PE01,TACK MARKING,MARKING,NO MARKS APPLIED TO A SINGLE SEAL,RE-MARK TO PREVIOUS GORE MARKS,,
WK-131,Closed,2015-03-05,10:56:00,March 2015,10,1,101599,SEAL SHELL GORES,SEALING TABLE 5,5,B61_12B,-12,61,QB,PE01,TACK MARKING,MARKING,NO MARKS APPLIED TO A SINGLE SEAL,RE-MARK TO PREVIOUS GORE MARKS,,
WK-131,Closed,2015-03-05,10:57:00,March 2015,10,1,101599,SEAL SHELL GORES,SEALING TABLE 5,5,61_23A,23,61,QS,PE01,TACK MARKING,MARKING,NO MARKS APPLIED TO A SINGLE SEAL,RE-MARK TO PREVIOUS GORE MARKS,,
WK-135,Closed,2015-03-05,11:26:00,March 2015,10,1,104103,SEAL BALLONET,SEALING TABLE 6,6,B11_26B,-26,11,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-135,Closed,2015-03-05,11:48:00,March 2015,10,1,104103,SEAL BALLONET,SEALING TABLE 6,6,B12_34A,34,12,QB,PE01,BALLONET FLAGS,MISSING FLAG,BALLONET SEAL; BALLONET FLAG NOT IN SEAL,VERTROD FLAG ON,,
WK-131,Closed,2015-03-05,11:49:00,March 2015,10,1,101599,SEAL SHELL GORES,SEALING TABLE 5,5,62_ALL,0,62,QS,PE01,GORE SEALS,DEEP SCISSOR CUT,OPERATOR CUT PAST THE SEAL WHEN TRIMMING FILM,CUT OFF,,
WK-135,Closed,2015-03-05,12:21:00,March 2015,10,1,103376,SEAL BALLONET,SEALING TABLE 6,6,B14_35A,35,14,QB,PE01,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
WK-134,Closed,2015-03-05,13:40:00,March 2015,10,1,103905,SEAL BALLONET,SEALING TABLE 2,2,B51_41A,41,51,QB,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,
WK-135,Closed,2015-03-05,13:55:00,March 2015,10,1,103376,SEAL BALLONET,SEALING TABLE 6,6,B17_37A,37,17,QB,PE01,GORE SEALS,TUCK,LARGE (>1/4 IN),INCISION & RESEAL,,
WK-135,Closed,2015-03-05,14:06:00,March 2015,10,1,103376,SEAL BALLONET,SEALING TABLE 6,6,B17_38A,38,17,QB,PE01,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
WK-134,Closed,2015-03-05,14:32:00,March 2015,10,1,103847,SEAL BALLONET,SEALING TABLE 2,2,B52_04B,-4,52,QB,PE01,GORE SEALS,TUCK,NO VERTROD ZONE; SMALL (<1/4 IN) NO JAGGED EDGE,SSA PATCH,,
WK-134,Closed,2015-03-05,14:33:00,March 2015,10,1,103847,SEAL BALLONET,SEALING TABLE 2,2,B52_ALL,0,52,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-135,Closed,2015-03-05,14:41:00,March 2015,10,1,103376,SEAL BALLONET,SEALING TABLE 6,6,B18_35A,35,18,QB,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
WK-135,Closed,2015-03-05,14:42:00,March 2015,10,1,103376,SEAL BALLONET,SEALING TABLE 6,6,B18_35A,35,18,QB,PE01,GORE FILM,MISALIGNED CENTERFOLD,LESS THAN 0.2 IN FROM THE RAIL,STACK ADJUSTMENT,,center gores had shifted in 1st triangle clamp. Had to realign in the clamp.
WK-131,Closed,2015-03-05,14:43:00,March 2015,10,1,101095,SEAL SHELL GORES,SEALING TABLE 5,5,64_37A,37,64,QS,PE01,GORE SEALS,FAILED RESEAL FINAL SEAL,DEFECT PERSISTS AFTER RESEAL OR SUBSEQUENT SEAL DEFECT REQUIRES A NEW SEAL,MRB,,Will cut out a gore to remedy. This event is kicking off a brainstorming event to consider changes to the process to improve the liklihood of first time pass final seal.
